seed,other
620,-0.62055905952292
4807,-0.865332706453896
6700,-0.657887171296025
5749,0.688101267825035
1681,-0.701931165387272
7711,-0.85645332491005
3705,0.835309308855538
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
2959,-0.757116298567171
2599,-0.651672569061201
4429,-0.755382883569837
5443,-0.351751312821414
9594,-0.924966980988442
7246,-0.853055307196584
4954,-0.512883413668816
2595,-0.246534892260684
944,-0.792161578630873
2213,-0.194847168627101
468,0.890533784927576
9594,-0.924966980988442
7246,-0.853055307196584
4954,-0.512883413668816
2595,-0.246534892260684
944,-0.792161578630873
2213,-0.194847168627101
468,0.890533784927576
1050,0.29479386249858
237,-0.655508976469744
415,-0.887281261948621
8180,-0.807243557248706
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
415,-0.887281261948621
8180,-0.807243557248706
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
2959,-0.757116298567171
2599,-0.651672569061201
7298,-0.878469657598665
7013,0.685245181315149
473,-0.674665819652908
7479,-0.778371383423227
2642,0.861853516053037
620,-0.62055905952292
4807,-0.865332706453896
8180,-0.807243557248706
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
2959,-0.757116298567171
2599,-0.651672569061201
4429,-0.755382883569837
1050,0.29479386249858
237,-0.655508976469744
415,-0.887281261948621
8180,-0.807243557248706
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
2959,-0.757116298567171
2599,-0.651672569061201
4429,-0.755382883569837
5443,-0.351751312821414
7169,0.64065958806061
6348,-0.328434008013736
7298,-0.878469657598665
7013,0.685245181315149
473,-0.674665819652908
7479,-0.778371383423227
2642,0.861853516053037
620,-0.62055905952292
4807,-0.865332706453896
6700,-0.657887171296025
5749,0.688101267825035
1681,-0.701931165387272
7711,-0.85645332491005
3705,0.835309308855538
3085,-0.492105996847664
9143,-0.795293916524049
5582,0.111914923325261
4053,-0.890453332828299
9594,-0.924966980988442
7246,-0.853055307196584
4954,-0.512883413668816
2595,-0.246534892260684
944,-0.792161578630873
2213,-0.194847168627101
468,0.890533784927576
6550,-0.149074433675239
3514,-0.538845634515761
5022,0.53394102708515
231,-0.831810650464757
106,-0.651446005343545
1050,0.29479386249858
237,-0.655508976469744
415,-0.887281261948621
8180,-0.807243557248706
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
2959,-0.757116298567171
2599,-0.651672569061201
4429,-0.755382883569837
5443,-0.351751312821414
7169,0.64065958806061
6348,-0.328434008013736
7298,-0.878469657598665
7013,0.685245181315149
473,-0.674665819652908
7479,-0.778371383423227
2642,0.861853516053037
5582,0.111914923325261
4053,-0.890453332828299
9594,-0.924966980988442
7246,-0.853055307196584
4954,-0.512883413668816
2595,-0.246534892260684
944,-0.792161578630873
2213,-0.194847168627101
468,0.890533784927576
6550,-0.149074433675239
3514,-0.538845634515761
5022,0.53394102708515
231,-0.831810650464757
106,-0.651446005343545
1050,0.29479386249858
237,-0.655508976469744
415,-0.887281261948621
8180,-0.807243557248706
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
2959,-0.757116298567171
2599,-0.651672569061201
4429,-0.755382883569837
5443,-0.351751312821414
7169,0.64065958806061
6348,-0.328434008013736
7298,-0.878469657598665
7013,0.685245181315149
473,-0.674665819652908
7479,-0.778371383423227
2642,0.861853516053037
620,-0.62055905952292
4807,-0.865332706453896
6700,-0.657887171296025
5749,0.688101267825035
1681,-0.701931165387272
7711,-0.85645332491005
3705,0.835309308855538
3085,-0.492105996847664
9143,-0.795293916524049
5582,0.111914923325261
4053,-0.890453332828299
9594,-0.924966980988442
7246,-0.853055307196584
4954,-0.512883413668816
2595,-0.246534892260684
944,-0.792161578630873
2213,-0.194847168627101
468,0.890533784927576
6550,-0.149074433675239
3514,-0.538845634515761
5022,0.53394102708515
231,-0.831810650464757
106,-0.651446005343545
1050,0.29479386249858
237,-0.655508976469744
415,-0.887281261948621
8180,-0.807243557248706
7169,0.64065958806061
6348,-0.328434008013736
7298,-0.878469657598665
7013,0.685245181315149
473,-0.674665819652908
7479,-0.778371383423227
2642,0.861853516053037
620,-0.62055905952292
4807,-0.865332706453896
6700,-0.657887171296025
5749,0.688101267825035
1681,-0.701931165387272
7711,-0.85645332491005
3705,0.835309308855538
3085,-0.492105996847664
9143,-0.795293916524049
5582,0.111914923325261
4053,-0.890453332828299
9594,-0.924966980988442
7246,-0.853055307196584
4954,-0.512883413668816
2595,-0.246534892260684
944,-0.792161578630873
2213,-0.194847168627101
468,0.890533784927576
6550,-0.149074433675239
3514,-0.538845634515761
5022,0.53394102708515
231,-0.831810650464757
106,-0.651446005343545
1050,0.29479386249858
237,-0.655508976469744
415,-0.887281261948621
8180,-0.807243557248706
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
2959,-0.757116298567171
2599,-0.651672569061201
4429,-0.755382883569837
5443,-0.351751312821414
7169,0.64065958806061
6348,-0.328434008013736
7298,-0.878469657598665
7013,0.685245181315149
473,-0.674665819652908
7479,-0.778371383423227
2642,0.861853516053037
620,-0.62055905952292
4807,-0.865332706453896
6700,-0.657887171296025
5749,0.688101267825035
1681,-0.701931165387272
7711,-0.85645332491005
3705,0.835309308855538
3085,-0.492105996847664
9143,-0.795293916524049
5582,0.111914923325261
4053,-0.890453332828299
7169,0.64065958806061
6348,-0.328434008013736
7298,-0.878469657598665
7013,0.685245181315149
473,-0.674665819652908
7479,-0.778371383423227
2642,0.861853516053037
620,-0.62055905952292
4807,-0.865332706453896
6700,-0.657887171296025
5749,0.688101267825035
1681,-0.701931165387272
7711,-0.85645332491005
3705,0.835309308855538
3085,-0.492105996847664
9143,-0.795293916524049
5582,0.111914923325261
4053,-0.890453332828299
9594,-0.924966980988442
7246,-0.853055307196584
4954,-0.512883413668816
2595,-0.246534892260684
944,-0.792161578630873
2213,-0.194847168627101
468,0.890533784927576
6550,-0.149074433675239
3514,-0.538845634515761
5022,0.53394102708515
231,-0.831810650464757
106,-0.651446005343545
1050,0.29479386249858
237,-0.655508976469744
415,-0.887281261948621
8180,-0.807243557248706
9251,-0.663442544988747
9147,-0.681506519341959
488,-0.134128158196156
2959,-0.757116298567171
2599,-0.651672569061201
4429,-0.755382883569837
5443,-0.351751312821414
7169,0.64065958806061
6348,-0.328434008013736
7298,-0.878469657598665
7013,0.685245181315149
473,-0.674665819652908
7479,-0.778371383423227
2642,0.861853516053037
620,-0.62055905952292
4807,-0.865332706453896
6700,-0.657887171296025
5749,0.688101267825035
1681,-0.701931165387272
7711,-0.85645332491005
3705,0.835309308855538
3085,-0.492105996847664
9143,-0.795293916524049
5582,0.111914923325261
4053,-0.890453332828299
7711,-0.85645332491005
3705,0.835309308855538
3085,-0.492105996847664
9143,-0.795293916524049
5582,0.111914923325261
4053,-0.890453332828299
