seed,other
3085,0.874928443750639
9143,0.674969710507422
5582,0.700432321506915
4053,0.279636457315387
9594,0.660976854066465
7246,0.818633849670925
4954,0.881807212658295
2213,0.764314613304004
468,0.906848215206314
6550,0.290530753223461
3514,0.96304859053379
5022,0.947652965298906
231,0.880924632001906
106,0.226557853611193
7169,0.551250649437654
6348,0.929305069828127
7298,0.408894273429242
7013,0.905002370039003
8777,0.870281815317048
9309,0.786077725663799
6197,0.871714058094427
4053,0.279636457315387
9594,0.660976854066465
7246,0.818633849670925
4954,0.881807212658295
2595,-0.0370918538925939
944,-0.199397496553821
2213,0.764314613304004
5443,0.789310768230484
7169,0.551250649437654
6348,0.929305069828127
7298,0.408894273429242
7013,0.905002370039003
8777,0.870281815317048
9309,0.786077725663799
5443,0.789310768230484
7169,0.551250649437654
6348,0.929305069828127
7298,0.408894273429242
7013,0.905002370039003
473,0.880151341524557
7479,0.799296723446002
7298,0.408894273429242
7013,0.905002370039003
8777,0.870281815317048
9309,0.786077725663799
6197,0.871714058094427
9522,0.876331614314447
7646,0.738661850883056
1431,0.779605597297373
135,0.743995226114732
8344,-0.293260695399766
6653,0.588686437465131
6040,0.580735222395433
8693,0.872134287302094
1225,0.983057872050701
2959,0.980861045519583
2599,0.255854524565817
4429,0.974176465927445
5443,0.789310768230484
7169,0.551250649437654
6348,0.929305069828127
7298,0.408894273429242
7013,0.905002370039003
473,0.880151341524557
7479,0.799296723446002
2642,0.932307981996293
620,0.906006107719589
4807,0.577849483709346
6700,0.832287285432945
5749,0.288099765210441
1681,0.564836341332131
7711,0.832308813462847
3705,0.945464790749363
3085,0.874928443750639
9143,0.674969710507422
5582,0.700432321506915
4053,0.279636457315387
9594,0.660976854066465
7246,0.818633849670925
4954,0.881807212658295
2595,-0.0370918538925939
944,-0.199397496553821
2213,0.764314613304004
468,0.906848215206314
6550,0.290530753223461
3514,0.96304859053379
5022,0.947652965298906
231,0.880924632001906
106,0.226557853611193
1050,0.555480822677256
237,0.930848075638669
415,0.830517200712095
8180,0.804556842848097
9251,0.901128786993349
9147,0.973728781757369
488,0.917300565552887
2959,0.980861045519583
2599,0.255854524565817
4429,0.974176465927445
